Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
94,"JD Hirschel, CW Dean, RC Lumb","The relative contribution of domestic violence to assault and injury of police officers",1994,"Justice quarterly","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07418829400092151","https://scholar.google.com/scholar?cites=7435525577908489386&as_sdt=2005&sciodt=0,5&hl=en",30,"2021-09-29 11:06:12","","10.1080/07418829400092151","","",,,,,94,3.48,31,3,27,"… These calls represent a significant proportion of the calls for service received by police in all jurisdic- tions … Bard's work led to a major shift in the law enforcement re- sponse to domestic violence. Police officers' training in crisis inter- vention was increased …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jquart11&section=14","https://scholar.google.com/scholar?q=related:qgyRNR5LMGcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
28,"MR Enion","Constitutional limits on private policing and the state's allocation of force",2009,"Duke Law Journal","JSTOR","https://www.jstor.org/stable/20684813","https://scholar.google.com/scholar?cites=15522221429805773428&as_sdt=2005&sciodt=0,5&hl=en",31,"2021-09-29 11:06:12","","","","",,,,,28,2.33,28,1,12,"… steverson, policing in america 4 (2008) (""A history of policing in England helps us understand policing practices in America, because the colonists adopted primarily English law enforcement strategies … See Elizabeth E. Joh, Conceptualizing the Private Police, 2005 utah L. rev …","https://scholarship.law.duke.edu/cgi/viewcontent.cgi?article=1445&context=dlj","https://scholar.google.com/scholar?q=related:dHKHcCYCatcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
71,"MR Smith","Police-led crackdowns and cleanups: An evaluation of a crime control initiative in Richmond, Virginia",2001,"Crime & Delinquency","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0011128701047001003","https://scholar.google.com/scholar?cites=7718873191566602523&as_sdt=2005&sciodt=0,5&hl=en",32,"2021-09-29 11:06:12","","10.1177/0011128701047001003","","",,,,,71,3.55,71,1,20,"… methodological rigor to support the connection between zero tolerance policing and a … strategies that involved coordinated efforts to reduce crime between law enforcement and … Smith / POLICE-LED CRACKDOWNS AND CLEANUPS 65 other governmental and private agencies …","https://journals.sagepub.com/doi/pdf/10.1177/0011128701047001003","https://scholar.google.com/scholar?q=related:G_GceUXyHmsJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
3,"DA Makin, MR Meize, DW Willits, MK Stohr, ...","The impact of recreational marijuana sales on calls for service: an analysis of neighbouring cities",2021,"Policing and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10439463.2020.1773461","https://scholar.google.com/scholar?cites=4531166256785712589&as_sdt=2005&sciodt=0,5&hl=en",33,"2021-09-29 11:06:12","","10.1080/10439463.2020.1773461","","",,,,,3,3.00,1,5,1,"Research has begun to explore to what extent I-502, the initiative authorising the retail distribution of recreational marijuana in Washington State, influenced a range of public safety outcomes. However, despite a growing body of research exploring potential impacts …","https://www.tandfonline.com/doi/pdf/10.1080/10439463.2020.1773461","https://scholar.google.com/scholar?q=related:zeXyEbTv4T4J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
13,"D Bammi","Allocation of police beats to patrol units to minimize response time to calls for service",1975,"Computers & Operations Research","Elsevier","https://www.sciencedirect.com/science/article/pii/0305054875900222","https://scholar.google.com/scholar?cites=11906122409575900787&as_sdt=2005&sciodt=0,5&hl=en",34,"2021-09-29 11:06:12","","","","",,,,,13,0.28,13,1,46,"Optimal beat configurations to minimize response time to calls for service can be determined for a given number of police patrol beats during a shift. However, optimal manpower scheduling requires that the number of units vary by day of week. A variable beat design …","https://scholar.google.com/scholar?output=instlink&q=info:c-YWC0ALO6UJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=14415773618878975190&oi=lle","https://scholar.google.com/scholar?q=related:c-YWC0ALO6UJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
12,"RJ Kane","Policing in public housing: Using calls for service to examine incident‐based workload in the Philadelphia Housing Authority",1998,"Policing: An International Journal of Police Strategies & …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/13639519810241656/full/html","https://scholar.google.com/scholar?cites=7021619555007498274&as_sdt=2005&sciodt=0,5&hl=en",35,"2021-09-29 11:06:12","","10.1108/13639519810241656","","",,,,,12,0.52,12,1,23,"The present analysis examines police incident‐based activity in a public housing setting. Calls for service to the Philadelphia Housing Authority Police Department are described by call types in order to identify requests for police services by residents of the Philadelphia …","https://search.proquest.com/openview/c7429b735634234dc0f31f5704d6d7a4/1?pq-origsite=gscholar&cbl=1818932","https://scholar.google.com/scholar?q=related:IogofMjNcWEJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
10,"M Townsend, D Hunt, S Kuck, C Baxter","Law enforcement response to domestic violence calls for service: Final report",2005,"Washington, DC: US Department …","ncjrs.gov","https://www.ncjrs.gov/App/abstractdb/AbstractDBDetails.aspx?id=237504","https://scholar.google.com/scholar?cites=7923603910836309776&as_sdt=2005&sciodt=0,5&hl=en",36,"2021-09-29 11:06:12","","","","",,,,,10,0.63,3,4,16,"Findings show that 77 percent of police departments have written procedures for responding to domestic-violence calls for service. Fifty-five percent of the departments have revised their initial policies, with most updating them to reflect changes in State law. Approximately 80 …","","https://scholar.google.com/scholar?q=related:EE9LnsZL9m0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
94,"JD Livingston","Contact between police and people with mental disorders: A review of rates",2016,"Psychiatric services","Am Psychiatric Assoc","https://ps.psychiatryonline.org/doi/abs/10.1176/appi.ps.201500312","https://scholar.google.com/scholar?cites=8468216878409550309&as_sdt=2005&sciodt=0,5&hl=en",37,"2021-09-29 11:06:12","","10.1176/appi.ps.201500312","","",,,,,94,18.80,94,1,5,"… police involvement in pathways to mental health care, and police calls for service involving persons … Contemporary health care systems, social programs, and policing models have been designed in … that contact between people with mental disorders and the police is inevitable …","https://ps.psychiatryonline.org/doi/pdf/10.1176/appi.ps.201500312","https://scholar.google.com/scholar?q=related:5YmRZmImhXUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
24,"JS Lee, J Lee, LT Hoover","What conditions affect police response time? Examining situational and neighborhood factors",2017,"Police Quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1098611116657327","https://scholar.google.com/scholar?cites=7779891481656971437&as_sdt=2005&sciodt=0,5&hl=en",38,"2021-09-29 11:06:12","","10.1177/1098611116657327","","",,,,,24,6.00,8,3,4,"… What Conditions Affect Police Response Time? Examining Situational and Neighborhood Factors. Jae-Seung Lee, Jonathan Lee, and Larry T. Hoover. Police Quarterly 2016 20:1, 61-80. Download Citation … What Conditions Affect Police Response Time …","https://journals.sagepub.com/doi/pdf/10.1177/1098611116657327","https://scholar.google.com/scholar?q=related:rVBAOxW692sJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
10,"N Breul, M Keith","… calls and fatal encounters: Analysis of US law enforcement line of duty deaths when officers responded to dispatched calls for service and conducted enforcement …",1969,"… Oriented Policing Services; National Law Enforcement …","hsdl.org","https://www.hsdl.org/?abstract&did=794863","https://scholar.google.com/scholar?cites=11034450197490389735&as_sdt=2005&sciodt=0,5&hl=en",39,"2021-09-29 11:06:12","","","","",,,,,10,0.19,5,2,52,"In 2015, the National Law Enforcement Officers Memorial Fund (NLEOMF) entered into a cooperative agreement with the US Department of Justice COPS office to study officer line-of duty deaths. This report is a five-year study analyzing line-of-duty deaths in which a total of …","","https://scholar.google.com/scholar?q=related:51In2f09IpkJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
0,"A Kheibari, BJ Hedden, E Comartin, ...","Law enforcement and suicide calls for service: a mixed-methods study of suicide attempts and deaths",2021,"OMEGA-Journal of …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/00302228211029476","",40,"2021-09-29 11:06:12","","10.1177/00302228211029476","","",,,,,0,0.00,0,4,1,"Introduction Suicide is a major public health issue, however, little is known about the characteristics/circumstances of suicide events. Data from law enforcement (LE) call reports are an important source of information related to suicide. Hence, this study explores suicide …","https://journals.sagepub.com/doi/pdf/10.1177/00302228211029476",""
4,"AD Vaughan, AN Hewitt, T Hodgkinson, ...","Temporal Patterns of Mental Health Act Calls to the Police",2019,"Policing: A Journal of …","academic.oup.com","https://academic.oup.com/policing/article-abstract/13/2/172/5071717","https://scholar.google.com/scholar?cites=844343663299712184&as_sdt=2005&sciodt=0,5&hl=en",41,"2021-09-29 11:06:12","","","","",,,,,4,2.00,1,4,2,"… Close search filter This issue All Policing: A Journal … we define PwSMI as those who have mental illness that is significant enough to involve police intervention … on official crime data, they would be omitting the potential temporal trends events in non-law enforcement events such …","https://academic.oup.com/policing/article-pdf/13/2/172/28574677/pay060.pdf","https://scholar.google.com/scholar?q=related:uNRUlxa2twsJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
34,"LM Schaible, LA Hughes","Neighborhood disadvantage and reliance on the police",2012,"Crime & Delinquency","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0011128708322531","https://scholar.google.com/scholar?cites=17574304346071529218&as_sdt=2005&sciodt=0,5&hl=en",42,"2021-09-29 11:06:12","","10.1177/0011128708322531","","",,,,,34,3.78,17,2,9,"… Copy to clipboard. Format, Tips on citation download. Download Citation. Download article citation data for: Neighborhood Disadvantage and Reliance on the Police. Lonnie M. Schaible and Lorine A. Hughes. Crime & Delinquency 2008 58:2, 245-274. Download Citation …","https://journals.sagepub.com/doi/pdf/10.1177/0011128708322531","https://scholar.google.com/scholar?q=related:AncyqrB45PMJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
15,"RR Bennett","Calling for service: Mobilization of the police across sociocultural environments",2004,"Police Practice and Research","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/1561426042000191314","https://scholar.google.com/scholar?cites=7981160626548688351&as_sdt=2005&sciodt=0,5&hl=en",43,"2021-09-29 11:06:12","","10.1080/1561426042000191314","","",,,,,15,0.88,15,1,17,"… Could it be that the change observed over time by Greene and Klockars () is due to a temporal shift in the way residents view law enforcement … If police, under the new paradigm of community policing, are interested in garnering community support and citizen input for …","https://www.tandfonline.com/doi/pdf/10.1080/1561426042000191314","https://scholar.google.com/scholar?q=related:38XEyE3Hwm4J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
30,"MA Andresen, KCY Lau","An evaluation of police foot patrol in Lower Lonsdale, British Columbia",2014,"Police practice and research","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15614263.2013.805870","https://scholar.google.com/scholar?cites=14236457664403544551&as_sdt=2005&sciodt=0,5&hl=en",44,"2021-09-29 11:06:12","","10.1080/15614263.2013.805870","","",,,,,30,4.29,15,2,7,"… Yes, a reduction in calls for service has been identified, a benefit, but does this justify … needs to move beyond measuring its impact solely on decreased crime and/or calls for police service. Another important aspect of policing, especially in an era of drastic reductions in reported …","https://www.tandfonline.com/doi/pdf/10.1080/15614263.2013.805870","https://scholar.google.com/scholar?q=related:5xmpWtEOksUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
